length,gravity,period
7.597408449818427,13.037955846412578,4.795185900069072
6.284925533059028,9.990406441890002,4.961417699461657
8.61981079552647,6.747609595054844,7.091933499518488
5.289269912882815,9.314736163848409,4.743011895577406
1.57480909541885,8.738655459651792,2.673081098695022
4.9601912111188495,17.094857421424408,3.3720021699055085
4.984695949563291,15.652850305812724,3.5522770248532445
1.5397466259476544,24.919599108739085,1.5581611919681102
3.235291817896537,21.910873505592065,2.4078619233337952
8.216308388391088,9.952220625873382,5.72249108629882
1.0836149764144156,17.080489615013636,1.5915226500862214
6.822076214348536,7.029077908041634,6.1920872061714745
3.0860315149901267,17.894708564113994,2.60850703486593
7.91174586191016,12.12686862788023,5.075115281870783
4.221131492305963,10.692287297186029,3.958308003396996
6.656516116756181,17.365987671303152,3.8942742322299266
5.851412098972221,14.787276912988244,3.9579811484316574
1.0403651230753101,21.320742842733704,1.3739858286034357
9.703750012723855,2.317532480127949,12.867629897550318
5.407796326555077,13.40734895381584,3.985229075336113
6.300198310953684,15.199547864478632,4.045184145914216
8.76521699673949,3.4943774030598282,9.95880007271676
1.2858632536388308,9.423374713745034,2.3065579122213586
1.4769140708193826,3.0395911152238306,4.379687246782898
6.6795454875839,3.8994737642311024,8.226248225506298
8.327567084219561,7.584024113048411,6.572276277424313
0.8687620125801647,7.955875577847449,2.091790065955384
3.513610440896673,2.6878693968275167,7.189205310663045
4.466179585081016,6.703636513127393,5.123274865512803
3.0715741540862616,14.994299825650598,2.8412107646261706
8.436926199836181,4.081694703804918,9.040440248524117
7.853895660056788,21.092082560719053,3.856035186888948
6.5302816047921315,3.9569601429735477,8.075986696279237
5.328032665100749,12.54488739980103,4.108765382578782
3.037628232730496,22.833421091676723,2.291930185573025
9.55956575579753,3.546735434141248,10.295568680142821
3.260755846805682,10.816766048419824,3.448810041917329
6.871238081222042,6.887152164780112,6.271188903328191
3.5061446833512955,9.392538527903127,3.845626429005591
1.5519353549180548,21.221908874282168,1.7136312208839486
4.68345419390235,13.562521001869717,3.684312422320035
3.1060135399365763,14.129590866444266,2.952070419873199
4.285850085670426,3.3887127734870615,7.045772633012493
7.309514975886286,17.104927583894266,4.113348556675327
0.9332144865336036,20.528824502448998,1.3314015399549768
2.3992121490541733,19.4407061725016,2.231622622042287
9.1441350366012,2.357499636440311,12.367513621442564
6.691986252234159,22.642290687154077,3.4032776592998317
5.563501858821576,2.0841922947302605,10.27683365015495
2.823610998556402,22.302256148879056,2.2326081394794604
9.301254046031108,18.042430920986455,4.525965663103141
8.668144011947009,23.52046062110369,3.825453503818407
7.455503793602224,5.568805540628333,7.263530931063577
8.759972814670807,20.77848174179155,4.079347658850733
3.344156441787883,23.5304863228232,2.3796484685165633
8.199585854290062,24.963312818729843,3.61475721703389
6.165911339266692,14.325613678786938,4.1324073095287375
8.212787931986153,18.64258403212111,4.179469312211665
7.1422722058580685,23.98866078183672,3.4449741524197486
6.260360611771345,5.712058878836765,6.577336354906231
6.164951980785619,14.230224852241125,4.139382306310479
1.5069085632330972,23.602061253358702,1.5775346026258437
1.9987227430071246,6.1583566207041915,3.56332512267117
9.869530267103718,18.12276164927087,4.6218246341689015
1.5808702823236105,11.747042129332687,2.3026691996422968
5.022943171408026,8.558328662535072,4.811305343987104
7.613061888535275,21.88908216544424,3.7079346374923463
9.10561010101115,15.165919600627873,4.858524456741169
6.321450036865109,22.07480957820816,3.359184771426531
3.6650051542884654,10.944871157326169,3.6309992623506737
9.923070750269357,5.809579068729633,8.224630204741374
0.8147687394281817,17.441822080512985,1.368697315060596
7.5731473572065084,17.25209000931369,4.165075644042759
3.550521523604327,22.884159601375828,2.4737464147390087
5.688157238733818,12.488250906107893,4.250972873839763
8.919852401044512,4.569398085334063,8.780111142051918
1.9628205808016126,19.098028705121116,2.0341097719484726
7.879708145081188,14.177287486442742,4.684233289463086
5.811763727119261,20.451942137114234,3.352380763919735
1.2476663905390928,23.940931966524687,1.4429127243759063
1.6712730910326057,21.18214500960605,1.7551422093930025
1.5834908586079224,5.0326816123017135,3.537470436298878
1.475395708177909,20.59109306328536,1.6722563039238532
4.137966402826299,4.76202371068999,5.859440257070569
5.502967492726831,17.04081164617344,3.5801086450846253
6.439664447152088,18.119341110053607,3.7390568342203596
1.8577000997425337,9.30646023181382,2.8160048593608007
6.789503805576122,21.91160366966859,3.4899837697648106
6.183456461549817,19.72520656700439,3.518094592721451
6.613172075049986,16.73497687320756,3.942603044637502
1.0828565897275895,12.303171586286826,1.855120683414881
